traveler_id,traveler_status,update_time,association
32682,1,27920,14
33047,1,27920,14
33781,1,27920,14
33794,1,27920,14
33910,1,27920,14
34249,1,27920,14
34255,1,27920,14
34599,1,27920,14
34688,1,27920,14
35116,1,27920,14
35285,1,27920,14
35549,1,27920,14
35757,1,27920,14
36290,1,27920,14
36318,1,27920,14
76704,1,27920,23
76945,1,27920,23
77331,1,27920,23
77389,1,27920,23
77696,1,27920,23
77857,1,27920,23
77918,1,27920,23
77931,1,27920,23
78160,1,27920,23
78453,1,27920,23
78832,1,27920,23
78850,1,27920,23
78925,1,27920,23
79355,1,27920,23
79528,1,27920,23
79672,1,27920,23
79800,1,27920,23
116822,1,27920,20
116874,1,27920,20
117115,1,27920,20
117158,1,27920,20
117278,1,27920,20
117718,1,27920,20
117966,1,27920,20
117993,1,27920,20
118451,1,27920,20
118477,1,27920,20
118641,1,27920,20
118814,1,27920,20
118923,1,27920,20
118964,1,27920,20
118983,1,27920,20
118992,1,27920,20
119061,1,27920,20
119063,1,27920,20
119267,1,27920,20
120024,1,27920,20
120111,1,27920,20
120118,1,27920,20
120184,1,27920,20
120223,1,27920,20
120244,1,27920,20
153239,1,27920,19
153245,1,27920,19
153772,1,27920,19
153920,1,27920,19
154155,1,27920,19
154168,1,27920,19
154206,1,27920,19
154768,1,27920,19
155068,1,27920,19
155112,1,27920,19
155230,1,27920,19
155307,1,27920,19
155522,1,27920,19
155641,1,27920,19
155906,1,27920,19
156020,1,27920,19
156087,1,27920,19
156464,1,27920,19
156516,1,27920,19
186267,1,27920,25
186291,1,27920,25
186537,1,27920,25
186547,1,27920,25
186615,1,27920,25
186812,1,27920,25
187141,1,27920,25
187370,1,27920,25
187756,1,27920,25
188248,1,27920,25
188565,1,27920,25
189086,1,27920,25
189728,1,27920,25
189731,1,27920,25
215411,1,27920,18
215467,1,27920,18
215722,1,27920,18
215801,1,27920,18
216064,1,27920,18
216124,1,27920,18
216571,1,27920,18
216910,1,27920,18
216950,1,27920,18
217203,1,27920,18
217533,1,27920,18
217623,1,27920,18
217653,1,27920,18
217881,1,27920,18
217974,1,27920,18
218117,1,27920,18
218203,1,27920,18
218218,1,27920,18
218459,1,27920,18
218918,1,27920,18
241388,1,27920,27
241570,1,27920,27
241623,1,27920,27
241781,1,27920,27
242371,1,27920,27
242950,1,27920,27
243068,1,27920,27
243543,1,27920,27
244002,1,27920,27
244074,1,27920,27
244204,1,27920,27
244243,1,27920,27
244263,1,27920,27
244363,1,27920,27
244386,1,27920,27
262718,1,27920,24
262807,1,27920,24
263003,1,27920,24
263006,1,27920,24
263349,1,27920,24
263518,1,27920,24
263939,1,27920,24
264281,1,27920,24
264526,1,27920,24
264792,1,27920,24
264971,1,27920,24
265322,1,27920,24
265453,1,27920,24
265536,1,27920,24
265543,1,27920,24
265563,1,27920,24
265949,1,27920,24
266065,1,27920,24
280659,1,27920,21
280686,1,27920,21
280907,1,27920,21
281135,1,27920,21
281218,1,27920,21
281265,1,27920,21
281440,1,27920,21
282485,1,27920,21
282923,1,27920,21
283534,1,27920,21
283720,1,27920,21
283787,1,27920,21
283976,1,27920,21
295351,1,27920,22
295371,1,27920,22
295382,1,27920,22
295431,1,27920,22
295586,1,27920,22
296470,1,27920,22
296614,1,27920,22
296620,1,27920,22
296692,1,27920,22
296799,1,27920,22
297191,1,27920,22
297535,1,27920,22
297670,1,27920,22
297874,1,27920,22
298048,1,27920,22
298238,1,27920,22
298473,1,27920,22
298714,1,27920,22
47354,3,27920,15366
47379,3,27920,15366
47380,3,27920,15366
47482,3,27920,15366
47605,3,27920,15366
47715,3,27920,15366
47802,3,27920,15366
48169,3,27920,15366
48285,3,27920,15366
49188,3,27920,15366
49683,3,27920,15366
49839,3,27920,15366
49993,3,27920,15366
50133,3,27920,15366
50301,3,27920,15366
50340,3,27920,15366
50488,3,27920,15366
50832,3,27920,15366
50931,3,27920,15366
51335,3,27920,15366
51631,3,27920,15366
51696,3,27920,15366
51889,3,27920,15366
52266,3,27920,15366
52724,3,27920,15366
52836,3,27920,15366
53329,3,27920,15366
53679,3,27920,15366
54050,3,27920,15366
54183,3,27920,15366
54302,3,27920,15366
54308,3,27920,15366
54426,3,27920,15366
54519,3,27920,15366
54555,3,27920,15366
54841,3,27920,15366
55109,3,27920,15366
55423,3,27920,15366
55478,3,27920,15366
55630,3,27920,15366
55756,3,27920,15366
55787,3,27920,15366
56457,3,27920,15366
56818,3,27920,15366
56833,3,27920,15366
57041,3,27920,15366
57045,3,27920,15366
57462,3,27920,15366
57590,3,27920,15366
57703,3,27920,15366
58044,3,27920,15366
58497,3,27920,15366
58512,3,27920,15366
58909,3,27920,15366
59079,3,27920,15366
59211,3,27920,15366
59701,3,27920,15366
60592,3,27920,15366
61070,3,27920,15366
61086,3,27920,15366
61165,3,27920,15366
61438,3,27920,15366
61795,3,27920,15366
61867,3,27920,15366
61892,3,27920,15366
62051,3,27920,15366
62341,3,27920,15366
62429,3,27920,15366
62709,3,27920,15366
62785,3,27920,15366
63024,3,27920,15366
63250,3,27920,15366
64125,3,27920,15366
64356,3,27920,15366
64398,3,27920,15366
64477,3,27920,15366
64688,3,27920,15366
64805,3,27920,15366
65323,3,27920,15366
65433,3,27920,15366
65808,3,27920,15366
66203,3,27920,15366
66343,3,27920,15366
66474,3,27920,15366
66500,3,27920,15366
66660,3,27920,15366
66960,3,27920,15366
67005,3,27920,15366
67030,3,27920,15366
67460,3,27920,15366
67463,3,27920,15366
67512,3,27920,15366
67554,3,27920,15366
67786,3,27920,15366
67975,3,27920,15366
68001,3,27920,15366
68222,3,27920,15366
68297,3,27920,15366
68380,3,27920,15366
68645,3,27920,15366
68766,3,27920,15366
68840,3,27920,15366
69430,3,27920,15366
69501,3,27920,15366
69581,3,27920,15366
69612,3,27920,15366
69740,3,27920,15366
69818,3,27920,15366
70245,3,27920,15366
70335,3,27920,15366
70350,3,27920,15366
70359,3,27920,15366
70415,3,27920,15366
70584,3,27920,15366
70701,3,27920,15366
71044,3,27920,15366
71246,3,27920,15366
71545,3,27920,15366
71606,3,27920,15366
71625,3,27920,15366
71779,3,27920,15366
71828,3,27920,15366
71839,3,27920,15366
71917,3,27920,15366
72277,3,27920,15366
72398,3,27920,15366
72534,3,27920,15366
72601,3,27920,15366
72763,3,27920,15366
73005,3,27920,15366
73207,3,27920,15366
73273,3,27920,15366
73420,3,27920,15366
73457,3,27920,15366
73521,3,27920,15366
74228,3,27920,15366
74380,3,27920,15366
74418,3,27920,15366
74669,3,27920,15366
74766,3,27920,15366
74866,3,27920,15366
74962,3,27920,15366
75108,3,27920,15366
75300,3,27920,15366
75421,3,27920,15366
75436,3,27920,15366
75984,3,27920,15366
76205,3,27920,15366
76229,3,27920,15366
76234,3,27920,15366
76428,3,27920,15366
76511,3,27920,15366
76732,3,27920,15366
76859,3,27920,15366
77095,3,27920,15366
77141,3,27920,15366
77311,3,27920,15366
77436,3,27920,15366
77633,3,27920,15366
77823,3,27920,15366
78011,3,27920,15366
78332,3,27920,15366
80025,3,27920,15366
80081,3,27920,15366
80087,3,27920,15366
80219,3,27920,15366
80330,3,27920,15366
80416,3,27920,15366
80674,3,27920,15366
80730,3,27920,15366
80803,3,27920,15366
81504,3,27920,15366
81612,3,27920,15366
81803,3,27920,15366
81897,3,27920,15366
81918,3,27920,15366
81929,3,27920,15366
82149,3,27920,15366
82164,3,27920,15366
82375,3,27920,15366
82590,3,27920,15366
82769,3,27920,15366
82788,3,27920,15366
83330,3,27920,15366
83343,3,27920,15366
83411,3,27920,15366
84040,3,27920,15366
84047,3,27920,15366
84082,3,27920,15366
84212,3,27920,15366
84214,3,27920,15366
84242,3,27920,15366
84276,3,27920,15366
84809,3,27920,15366
84851,3,27920,15366
84924,3,27920,15366
