traveler_id,traveler_status,update_time,association
36504,1,28220,14
36512,1,28220,14
37327,1,28220,14
37985,1,28220,14
38070,1,28220,14
38341,1,28220,14
38364,1,28220,14
38449,1,28220,14
38716,1,28220,14
39123,1,28220,14
39139,1,28220,14
39320,1,28220,14
39344,1,28220,14
39406,1,28220,14
39582,1,28220,14
80507,1,28220,23
80633,1,28220,23
80865,1,28220,23
80963,1,28220,23
81036,1,28220,23
81189,1,28220,23
81641,1,28220,23
81650,1,28220,23
81801,1,28220,23
81926,1,28220,23
82010,1,28220,23
82115,1,28220,23
82176,1,28220,23
82397,1,28220,23
82454,1,28220,23
82505,1,28220,23
82541,1,28220,23
82658,1,28220,23
82776,1,28220,23
82970,1,28220,23
83301,1,28220,23
83687,1,28220,23
83857,1,28220,23
83922,1,28220,23
83951,1,28220,23
83985,1,28220,23
120574,1,28220,20
120723,1,28220,20
120972,1,28220,20
120978,1,28220,20
121138,1,28220,20
121351,1,28220,20
121448,1,28220,20
121561,1,28220,20
122083,1,28220,20
122153,1,28220,20
122212,1,28220,20
122361,1,28220,20
122637,1,28220,20
122941,1,28220,20
122953,1,28220,20
123016,1,28220,20
123062,1,28220,20
123071,1,28220,20
123592,1,28220,20
123617,1,28220,20
123627,1,28220,20
123736,1,28220,20
123885,1,28220,20
156837,1,28220,19
157311,1,28220,19
157335,1,28220,19
157336,1,28220,19
157680,1,28220,19
157698,1,28220,19
157859,1,28220,19
158061,1,28220,19
158432,1,28220,19
158434,1,28220,19
158976,1,28220,19
159216,1,28220,19
159421,1,28220,19
159602,1,28220,19
159635,1,28220,19
159735,1,28220,19
159760,1,28220,19
160103,1,28220,19
160243,1,28220,19
190000,1,28220,25
190390,1,28220,25
190398,1,28220,25
190531,1,28220,25
190765,1,28220,25
191042,1,28220,25
191064,1,28220,25
191348,1,28220,25
191453,1,28220,25
191601,1,28220,25
191744,1,28220,25
191762,1,28220,25
191833,1,28220,25
192043,1,28220,25
192046,1,28220,25
192143,1,28220,25
192159,1,28220,25
192230,1,28220,25
192340,1,28220,25
192362,1,28220,25
192412,1,28220,25
192598,1,28220,25
192680,1,28220,25
193008,1,28220,25
193108,1,28220,25
193143,1,28220,25
193155,1,28220,25
193213,1,28220,25
193335,1,28220,25
193380,1,28220,25
219097,1,28220,18
219151,1,28220,18
219176,1,28220,18
219212,1,28220,18
219400,1,28220,18
219544,1,28220,18
219706,1,28220,18
219872,1,28220,18
220009,1,28220,18
220103,1,28220,18
220664,1,28220,18
220757,1,28220,18
220820,1,28220,18
220896,1,28220,18
221069,1,28220,18
221245,1,28220,18
221411,1,28220,18
221724,1,28220,18
221770,1,28220,18
221956,1,28220,18
221973,1,28220,18
222064,1,28220,18
222128,1,28220,18
222259,1,28220,18
222490,1,28220,18
222505,1,28220,18
244598,1,28220,27
244935,1,28220,27
245001,1,28220,27
245238,1,28220,27
245682,1,28220,27
245825,1,28220,27
245942,1,28220,27
246811,1,28220,27
246815,1,28220,27
247154,1,28220,27
247193,1,28220,27
247279,1,28220,27
247341,1,28220,27
247677,1,28220,27
247735,1,28220,27
248012,1,28220,27
266421,1,28220,24
266451,1,28220,24
267085,1,28220,24
267262,1,28220,24
267555,1,28220,24
267820,1,28220,24
268095,1,28220,24
268127,1,28220,24
268227,1,28220,24
268308,1,28220,24
268695,1,28220,24
268819,1,28220,24
269312,1,28220,24
269832,1,28220,24
284299,1,28220,21
284300,1,28220,21
284386,1,28220,21
285578,1,28220,21
285748,1,28220,21
285829,1,28220,21
286031,1,28220,21
286104,1,28220,21
286282,1,28220,21
286549,1,28220,21
286838,1,28220,21
286861,1,28220,21
287130,1,28220,21
287562,1,28220,21
287645,1,28220,21
299092,1,28220,22
299104,1,28220,22
299760,1,28220,22
299978,1,28220,22
300213,1,28220,22
300431,1,28220,22
300945,1,28220,22
301198,1,28220,22
301266,1,28220,22
301337,1,28220,22
301512,1,28220,22
310052,1,28220,16
310097,1,28220,16
310684,1,28220,16
310777,1,28220,16
310921,1,28220,16
311130,1,28220,16
311614,1,28220,16
311819,1,28220,16
312560,1,28220,16
313118,1,28220,16
313277,1,28220,16
43769,1,28220,13
43842,1,28220,13
43880,1,28220,13
44164,1,28220,13
44180,1,28220,13
44269,1,28220,13
44467,1,28220,13
44495,1,28220,13
44559,1,28220,13
44740,1,28220,13
44755,1,28220,13
44900,1,28220,13
45032,1,28220,13
45037,1,28220,13
45400,1,28220,13
45441,1,28220,13
45471,1,28220,13
45598,1,28220,13
46267,1,28220,13
46362,1,28220,13
46426,1,28220,13
46434,1,28220,13
46585,1,28220,13
46685,1,28220,13
46958,1,28220,13
47208,1,28220,13
87802,1,28220,13
87918,1,28220,13
88250,1,28220,13
88283,1,28220,13
88308,1,28220,13
88572,1,28220,13
88631,1,28220,13
89017,1,28220,13
89434,1,28220,13
89655,1,28220,13
89937,1,28220,13
90246,1,28220,13
90329,1,28220,13
90539,1,28220,13
90580,1,28220,13
90746,1,28220,13
90827,1,28220,13
164086,1,28220,13
164100,1,28220,13
164365,1,28220,13
164838,1,28220,13
165077,1,28220,13
165545,1,28220,13
165604,1,28220,13
165887,1,28220,13
165899,1,28220,13
166009,1,28220,13
166114,1,28220,13
166167,1,28220,13
166246,1,28220,13
166458,1,28220,13
166585,1,28220,13
166928,1,28220,13
167154,1,28220,13
167456,1,28220,13
167747,1,28220,13
197158,1,28220,13
197332,1,28220,13
197390,1,28220,13
197782,1,28220,13
197849,1,28220,13
197917,1,28220,13
198263,1,28220,13
198453,1,28220,13
198811,1,28220,13
199042,1,28220,13
199078,1,28220,13
199378,1,28220,13
199842,1,28220,13
199977,1,28220,13
226350,1,28220,13
226500,1,28220,13
227234,1,28220,13
227394,1,28220,13
227652,1,28220,13
227773,1,28220,13
228140,1,28220,13
228180,1,28220,13
228942,1,28220,13
