traveler_id,traveler_status,update_time,association
3642,4,29720,2
3753,4,29720,2
3972,4,29720,2
4162,4,29720,2
4904,4,29720,2
5180,4,29720,2
6517,4,29720,2
6519,4,29720,2
6671,4,29720,2
6729,4,29720,2
6737,4,29720,2
6785,4,29720,2
6910,4,29720,2
6989,4,29720,2
7033,4,29720,2
47360,4,29720,2
47859,4,29720,2
48158,4,29720,2
48274,4,29720,2
48991,4,29720,2
49163,4,29720,2
49400,4,29720,2
49771,4,29720,2
49894,4,29720,2
49964,4,29720,2
50103,4,29720,2
50111,4,29720,2
50697,4,29720,2
50896,4,29720,2
167944,3,29720,15369
168199,3,29720,15369
168416,3,29720,15369
168558,3,29720,15369
168781,3,29720,15369
169040,3,29720,15369
169084,3,29720,15369
169156,3,29720,15369
169432,3,29720,15369
169554,3,29720,15369
169719,3,29720,15369
169781,3,29720,15369
169784,3,29720,15369
169829,3,29720,15369
169864,3,29720,15369
169868,3,29720,15369
169971,3,29720,15369
170082,3,29720,15369
170255,3,29720,15369
170353,3,29720,15369
170382,3,29720,15369
171133,3,29720,15369
171411,3,29720,15369
171505,3,29720,15369
171803,3,29720,15369
171938,3,29720,15369
172054,3,29720,15369
172351,3,29720,15369
172393,3,29720,15369
172465,3,29720,15369
172778,3,29720,15369
172795,3,29720,15369
173145,3,29720,15369
173339,3,29720,15369
173676,3,29720,15369
174006,3,29720,15369
174155,3,29720,15369
174288,3,29720,15369
174300,3,29720,15369
174480,3,29720,15369
174890,3,29720,15369
175275,3,29720,15369
175311,3,29720,15369
175356,3,29720,15369
175856,3,29720,15369
176392,3,29720,15369
176504,3,29720,15369
176535,3,29720,15369
176695,3,29720,15369
176717,3,29720,15369
176724,3,29720,15369
177067,3,29720,15369
177083,3,29720,15369
177345,3,29720,15369
177468,3,29720,15369
177510,3,29720,15369
177955,3,29720,15369
178213,3,29720,15369
178629,3,29720,15369
178694,3,29720,15369
178791,3,29720,15369
178933,3,29720,15369
178944,3,29720,15369
179098,3,29720,15369
179266,3,29720,15369
179761,3,29720,15369
179797,3,29720,15369
179899,3,29720,15369
180068,3,29720,15369
180192,3,29720,15369
180236,3,29720,15369
180267,3,29720,15369
181007,3,29720,15369
181011,3,29720,15369
181077,3,29720,15369
181304,3,29720,15369
181313,3,29720,15369
181454,3,29720,15369
181531,3,29720,15369
181639,3,29720,15369
181805,3,29720,15369
181832,3,29720,15369
182068,3,29720,15369
182164,3,29720,15369
182414,3,29720,15369
182541,3,29720,15369
182827,3,29720,15369
183137,3,29720,15369
183394,3,29720,15369
183549,3,29720,15369
183839,3,29720,15369
183892,3,29720,15369
183951,3,29720,15369
184257,3,29720,15369
184704,3,29720,15369
184798,3,29720,15369
185170,3,29720,15369
185782,3,29720,15369
185917,3,29720,15369
185990,3,29720,15369
186223,3,29720,15369
186582,3,29720,15369
186827,3,29720,15369
186857,3,29720,15369
186883,3,29720,15369
186978,3,29720,15369
187058,3,29720,15369
187165,3,29720,15369
187220,3,29720,15369
187326,3,29720,15369
187589,3,29720,15369
187645,3,29720,15369
187769,3,29720,15369
188167,3,29720,15369
188314,3,29720,15369
188404,3,29720,15369
188707,3,29720,15369
188961,3,29720,15369
189431,3,29720,15369
189473,3,29720,15369
189586,3,29720,15369
189853,3,29720,15369
190190,3,29720,15369
190274,3,29720,15369
190418,3,29720,15369
190422,3,29720,15369
190979,3,29720,15369
191590,3,29720,15369
191736,3,29720,15369
192198,3,29720,15369
192208,3,29720,15369
192482,3,29720,15369
192591,3,29720,15369
192656,3,29720,15369
192722,3,29720,15369
193238,3,29720,15369
193365,3,29720,15369
193479,3,29720,15369
194415,3,29720,15369
194575,3,29720,15369
194629,3,29720,15369
194677,3,29720,15369
194947,3,29720,15369
195065,3,29720,15369
195071,3,29720,15369
195401,3,29720,15369
195806,3,29720,15369
195868,3,29720,15369
196003,3,29720,15369
196492,3,29720,15369
196505,3,29720,15369
196561,3,29720,15369
196574,3,29720,15369
10708,1,29720,4
10889,1,29720,4
10946,1,29720,4
11317,1,29720,4
11456,1,29720,4
11521,1,29720,4
11559,1,29720,4
12038,1,29720,4
12204,1,29720,4
12338,1,29720,4
12532,1,29720,4
12562,1,29720,4
12586,1,29720,4
12623,1,29720,4
12657,1,29720,4
12711,1,29720,4
13045,1,29720,4
13361,1,29720,4
13512,1,29720,4
13721,1,29720,4
54937,1,29720,4
54949,1,29720,4
55056,1,29720,4
55196,1,29720,4
55266,1,29720,4
55332,1,29720,4
55416,1,29720,4
55526,1,29720,4
55623,1,29720,4
55685,1,29720,4
56113,1,29720,4
56124,1,29720,4
56173,1,29720,4
56522,1,29720,4
56588,1,29720,4
56594,1,29720,4
56708,1,29720,4
56850,1,29720,4
56915,1,29720,4
56925,1,29720,4
57024,1,29720,4
57201,1,29720,4
57254,1,29720,4
57346,1,29720,4
57485,1,29720,4
57658,1,29720,4
57721,1,29720,4
57789,1,29720,4
57805,1,29720,4
57905,1,29720,4
58032,1,29720,4
58181,1,29720,4
58204,1,29720,4
58228,1,29720,4
58287,1,29720,4
58313,1,29720,4
95322,1,29720,4
95346,1,29720,4
95609,1,29720,4
95650,1,29720,4
96124,1,29720,4
97387,1,29720,4
97501,1,29720,4
97873,1,29720,4
98289,1,29720,4
