traveler_id,traveler_status,update_time,association
25384,1,30920,14
25422,1,30920,14
25593,1,30920,14
25616,1,30920,14
25638,1,30920,14
25826,1,30920,14
25845,1,30920,14
26681,1,30920,14
26786,1,30920,14
26797,1,30920,14
26842,1,30920,14
26989,1,30920,14
27002,1,30920,14
27010,1,30920,14
27310,1,30920,14
27399,1,30920,14
27532,1,30920,14
27589,1,30920,14
27680,1,30920,14
27705,1,30920,14
28125,1,30920,14
28155,1,30920,14
28268,1,30920,14
28563,1,30920,14
28625,1,30920,14
28631,1,30920,14
28878,1,30920,14
69416,1,30920,23
69450,1,30920,23
69603,1,30920,23
69970,1,30920,23
70021,1,30920,23
70117,1,30920,23
70179,1,30920,23
70217,1,30920,23
70441,1,30920,23
70464,1,30920,23
70486,1,30920,23
70685,1,30920,23
70687,1,30920,23
70790,1,30920,23
70841,1,30920,23
70873,1,30920,23
70933,1,30920,23
71157,1,30920,23
71182,1,30920,23
71262,1,30920,23
71383,1,30920,23
71406,1,30920,23
71632,1,30920,23
71815,1,30920,23
72177,1,30920,23
72379,1,30920,23
72600,1,30920,23
72660,1,30920,23
72975,1,30920,23
109694,1,30920,20
109767,1,30920,20
109805,1,30920,20
109939,1,30920,20
109998,1,30920,20
110095,1,30920,20
110265,1,30920,20
110325,1,30920,20
110373,1,30920,20
110437,1,30920,20
110579,1,30920,20
110634,1,30920,20
110677,1,30920,20
110735,1,30920,20
111379,1,30920,20
111864,1,30920,20
112162,1,30920,20
112173,1,30920,20
112464,1,30920,20
112516,1,30920,20
112530,1,30920,20
112619,1,30920,20
112686,1,30920,20
112800,1,30920,20
113063,1,30920,20
145897,1,30920,19
146258,1,30920,19
146441,1,30920,19
146530,1,30920,19
146665,1,30920,19
146964,1,30920,19
147202,1,30920,19
147256,1,30920,19
147371,1,30920,19
147444,1,30920,19
147579,1,30920,19
147746,1,30920,19
147939,1,30920,19
148159,1,30920,19
148215,1,30920,19
148261,1,30920,19
148310,1,30920,19
148320,1,30920,19
148485,1,30920,19
148513,1,30920,19
148628,1,30920,19
148868,1,30920,19
149020,1,30920,19
149121,1,30920,19
149150,1,30920,19
149236,1,30920,19
149315,1,30920,19
149318,1,30920,19
178774,1,30920,25
178924,1,30920,25
178936,1,30920,25
178967,1,30920,25
178970,1,30920,25
179278,1,30920,25
179473,1,30920,25
179759,1,30920,25
180411,1,30920,25
180469,1,30920,25
180475,1,30920,25
180764,1,30920,25
180783,1,30920,25
180797,1,30920,25
180877,1,30920,25
180887,1,30920,25
180902,1,30920,25
180964,1,30920,25
