traveler_id,traveler_status,update_time,association
18345,1,31220,14
18450,1,31220,14
18548,1,31220,14
18563,1,31220,14
18782,1,31220,14
18855,1,31220,14
19036,1,31220,14
19117,1,31220,14
19128,1,31220,14
19387,1,31220,14
19414,1,31220,14
19445,1,31220,14
19466,1,31220,14
19508,1,31220,14
19597,1,31220,14
19748,1,31220,14
20042,1,31220,14
20095,1,31220,14
20232,1,31220,14
20317,1,31220,14
20492,1,31220,14
20540,1,31220,14
20568,1,31220,14
20637,1,31220,14
20943,1,31220,14
21223,1,31220,14
21429,1,31220,14
21501,1,31220,14
21684,1,31220,14
62099,1,31220,23
62152,1,31220,23
62274,1,31220,23
62435,1,31220,23
62474,1,31220,23
62798,1,31220,23
62833,1,31220,23
62924,1,31220,23
62996,1,31220,23
63331,1,31220,23
63475,1,31220,23
63610,1,31220,23
63797,1,31220,23
63820,1,31220,23
63902,1,31220,23
63938,1,31220,23
63960,1,31220,23
63992,1,31220,23
64101,1,31220,23
64298,1,31220,23
64343,1,31220,23
64372,1,31220,23
64428,1,31220,23
64459,1,31220,23
64738,1,31220,23
64792,1,31220,23
64953,1,31220,23
64985,1,31220,23
65132,1,31220,23
65272,1,31220,23
65428,1,31220,23
65557,1,31220,23
65599,1,31220,23
65660,1,31220,23
65664,1,31220,23
65714,1,31220,23
102373,1,31220,20
102384,1,31220,20
102413,1,31220,20
102456,1,31220,20
102457,1,31220,20
102801,1,31220,20
103005,1,31220,20
103028,1,31220,20
103098,1,31220,20
103350,1,31220,20
103465,1,31220,20
103470,1,31220,20
103523,1,31220,20
103733,1,31220,20
103782,1,31220,20
103788,1,31220,20
103858,1,31220,20
103991,1,31220,20
104145,1,31220,20
104261,1,31220,20
104301,1,31220,20
104402,1,31220,20
104521,1,31220,20
104618,1,31220,20
104628,1,31220,20
104954,1,31220,20
105109,1,31220,20
105122,1,31220,20
105145,1,31220,20
105169,1,31220,20
105189,1,31220,20
105233,1,31220,20
105451,1,31220,20
105612,1,31220,20
105633,1,31220,20
105684,1,31220,20
105771,1,31220,20
138616,1,31220,19
