traveler_id,traveler_status,update_time,association
40379,1,27040,14
41114,1,27040,14
41299,1,27040,14
41306,1,27040,14
41465,1,27040,14
41561,1,27040,14
41742,1,27040,14
42144,1,27040,14
42211,1,27040,14
42262,1,27040,14
42636,1,27040,14
42681,1,27040,14
42915,1,27040,14
42934,1,27040,14
43259,1,27040,14
43420,1,27040,14
43434,1,27040,14
43703,1,27040,14
84048,1,27040,23
84062,1,27040,23
84146,1,27040,23
84165,1,27040,23
84231,1,27040,23
84284,1,27040,23
84349,1,27040,23
84508,1,27040,23
84838,1,27040,23
84922,1,27040,23
85188,1,27040,23
85332,1,27040,23
85818,1,27040,23
85940,1,27040,23
86273,1,27040,23
86341,1,27040,23
86352,1,27040,23
86378,1,27040,23
86637,1,27040,23
86639,1,27040,23
86930,1,27040,23
87291,1,27040,23
87490,1,27040,23
87578,1,27040,23
124258,1,27040,20
124320,1,27040,20
124460,1,27040,20
124497,1,27040,20
124519,1,27040,20
124668,1,27040,20
124693,1,27040,20
124787,1,27040,20
125306,1,27040,20
125943,1,27040,20
126091,1,27040,20
126131,1,27040,20
126183,1,27040,20
126297,1,27040,20
126313,1,27040,20
126580,1,27040,20
126674,1,27040,20
126721,1,27040,20
126770,1,27040,20
126910,1,27040,20
126952,1,27040,20
127320,1,27040,20
127402,1,27040,20
127442,1,27040,20
127468,1,27040,20
127567,1,27040,20
127749,1,27040,20
160672,1,27040,19
160705,1,27040,19
160715,1,27040,19
161678,1,27040,19
162287,1,27040,19
162560,1,27040,19
162892,1,27040,19
163234,1,27040,19
163527,1,27040,19
163717,1,27040,19
193444,1,27040,25
193673,1,27040,25
193803,1,27040,25
193862,1,27040,25
194452,1,27040,25
194644,1,27040,25
195127,1,27040,25
195256,1,27040,25
195301,1,27040,25
195661,1,27040,25
195782,1,27040,25
195836,1,27040,25
195844,1,27040,25
195938,1,27040,25
196043,1,27040,25
196162,1,27040,25
197042,1,27040,25
222713,1,27040,18
222885,1,27040,18
222912,1,27040,18
222914,1,27040,18
223056,1,27040,18
223101,1,27040,18
223657,1,27040,18
223778,1,27040,18
223939,1,27040,18
224212,1,27040,18
224703,1,27040,18
224867,1,27040,18
225329,1,27040,18
225572,1,27040,18
226154,1,27040,18
226275,1,27040,18
248431,1,27040,27
248908,1,27040,27
248980,1,27040,27
248994,1,27040,27
249068,1,27040,27
249360,1,27040,27
249844,1,27040,27
250542,1,27040,27
250740,1,27040,27
250774,1,27040,27
251160,1,27040,27
269903,1,27040,24
270431,1,27040,24
270653,1,27040,24
270871,1,27040,24
270943,1,27040,24
271049,1,27040,24
271207,1,27040,24
271315,1,27040,24
271610,1,27040,24
271672,1,27040,24
271855,1,27040,24
271874,1,27040,24
272630,1,27040,24
272655,1,27040,24
272706,1,27040,24
272716,1,27040,24
272770,1,27040,24
272793,1,27040,24
288060,1,27040,21
288075,1,27040,21
288350,1,27040,21
288388,1,27040,21
288428,1,27040,21
288569,1,27040,21
288723,1,27040,21
289118,1,27040,21
289825,1,27040,21
290158,1,27040,21
290260,1,27040,21
290306,1,27040,21
290438,1,27040,21
290721,1,27040,21
290789,1,27040,21
291319,1,27040,21
291355,1,27040,21
291567,1,27040,21
302552,1,27040,22
302604,1,27040,22
303173,1,27040,22
303436,1,27040,22
303769,1,27040,22
303860,1,27040,22
303890,1,27040,22
303954,1,27040,22
303973,1,27040,22
303991,1,27040,22
304435,1,27040,22
304642,1,27040,22
304644,1,27040,22
305221,1,27040,22
305299,1,27040,22
305553,1,27040,22
305851,1,27040,22
306062,1,27040,22
313890,1,27040,16
314061,1,27040,16
314347,1,27040,16
314365,1,27040,16
314576,1,27040,16
314799,1,27040,16
314817,1,27040,16
315030,1,27040,16
315475,1,27040,16
315585,1,27040,16
315707,1,27040,16
316123,1,27040,16
316289,1,27040,16
316432,1,27040,16
316473,1,27040,16
316580,1,27040,16
316681,1,27040,16
316825,1,27040,16
316889,1,27040,16
320837,1,27040,15
320888,1,27040,15
320982,1,27040,15
321151,1,27040,15
321170,1,27040,15
321269,1,27040,15
321331,1,27040,15
321398,1,27040,15
321896,1,27040,15
322058,1,27040,15
322152,1,27040,15
322191,1,27040,15
322205,1,27040,15
322313,1,27040,15
322376,1,27040,15
322451,1,27040,15
322483,1,27040,15
322899,1,27040,15
322971,1,27040,15
322991,1,27040,15
323183,1,27040,15
323758,1,27040,15
3711,1,27060,14
4120,1,27060,14
4240,1,27060,14
4673,1,27060,14
4892,1,27060,14
4935,1,27060,14
4984,1,27060,14
5187,1,27060,14
5455,1,27060,14
5459,1,27060,14
5761,1,27060,14
6032,1,27060,14
6067,1,27060,14
6231,1,27060,14
6492,1,27060,14
6498,1,27060,14
6557,1,27060,14
7093,1,27060,14
18159,1,27060,14
18183,1,27060,14
18188,1,27060,14
18410,1,27060,14
18850,1,27060,14
18880,1,27060,14
19091,1,27060,14
19138,1,27060,14
19256,1,27060,14
19257,1,27060,14
19546,1,27060,14
19570,1,27060,14
20015,1,27060,14
20022,1,27060,14
20299,1,27060,14
20318,1,27060,14
20333,1,27060,14
20439,1,27060,14
20526,1,27060,14
20534,1,27060,14
20815,1,27060,14
20826,1,27060,14
21078,1,27060,14
21227,1,27060,14
21269,1,27060,14
21292,1,27060,14
21422,1,27060,14
21602,1,27060,14
29131,1,27060,14
29990,1,27060,14
30209,1,27060,14
30211,1,27060,14
30395,1,27060,14
30451,1,27060,14
30674,1,27060,14
31304,1,27060,14
31682,1,27060,14
32156,1,27060,14
32547,1,27060,14
47330,1,27060,23
47355,1,27060,23
47814,1,27060,23
48254,1,27060,23
48506,1,27060,23
49158,1,27060,23
49381,1,27060,23
49382,1,27060,23
49443,1,27060,23
49582,1,27060,23
49765,1,27060,23
49862,1,27060,23
50391,1,27060,23
50506,1,27060,23
50617,1,27060,23
50853,1,27060,23
62149,1,27060,23
62231,1,27060,23
62382,1,27060,23
62455,1,27060,23
62775,1,27060,23
62895,1,27060,23
63286,1,27060,23
63451,1,27060,23
63466,1,27060,23
63581,1,27060,23
63881,1,27060,23
63952,1,27060,23
64001,1,27060,23
64160,1,27060,23
64268,1,27060,23
64516,1,27060,23
64615,1,27060,23
64784,1,27060,23
65540,1,27060,23
73241,1,27060,23
73483,1,27060,23
73570,1,27060,23
73731,1,27060,23
74164,1,27060,23
74458,1,27060,23
75561,1,27060,23
75740,1,27060,23
